1811	1811	0	1	9	12
1810	1810	0	1	9	13
1809	1809	0	1	9	14
1808	1808	0	1	9	15
1807	1807	0	1	9	16
1806	1806	0	1	9	17
1805	1805	0	1	9	18
1804	1804	0	1	9	19
1803	1803	0	1	9	20
1802	1802	0	1	9	21
1801	1801	0	1	9	22
1800	1800	0	1	9	23
1799	1799	0	1	9	24
1798	1798	0	1	9	25
1797	1797	0	1	9	26
1796	1796	0	1	9	27
1795	1795	0	1	9	28
1794	1794	0	1	9	29
1793	1793	0	1	9	30
1792	1792	0	1	9	31
1791	1791	0	1	9	32
1790	1790	0	1	9	33
1789	1789	0	1	9	34
1788	1788	0	1	9	35
1787	1787	0	1	9	36
1786	1786	0	1	9	37
1785	1785	0	1	9	38
1784	1784	0	1	9	39
1783	1783	0	1	9	40
1782	1782	0	1	9	41
1781	1781	0	1	9	42
1780	1780	0	1	9	43
1779	1779	0	1	9	44
1778	1778	0	1	9	45
1777	1777	0	1	9	46
1776	1776	0	1	9	47
1775	1775	0	1	9	48
1774	1774	0	1	9	49
1773	1773	0	1	9	50
1772	1772	0	1	9	51
1771	1771	0	1	9	52
1770	1770	0	1	9	53
1769	1769	0	1	9	54
1768	1768	0	1	9	55
1767	1767	0	1	9	56
1766	1766	0	1	9	57
1765	1765	0	1	9	58
1764	1764	0	1	9	59
1763	1763	0	1	9	60
1762	1762	0	1	9	61
1761	1761	0	1	9	62
1760	1760	0	1	9	63
1887	1887	0	1	10	0
1886	1886	0	1	10	1
1885	1885	0	1	10	2
1884	1884	0	1	10	3
1883	1883	0	1	10	4
1882	1882	0	1	10	5
1881	1881	0	1	10	6
1880	1880	0	1	10	7
1879	1879	0	1	10	8
1878	1878	0	1	10	9
1877	1877	0	1	10	10
1876	1876	0	1	10	11
1875	1875	0	1	10	12
1874	1874	0	1	10	13
1873	1873	0	1	10	14
1872	1872	0	1	10	15
1871	1871	0	1	10	16
1870	1870	0	1	10	17
1869	1869	0	1	10	18
1868	1868	0	1	10	19
1867	1867	0	1	10	20
1866	1866	0	1	10	21
1865	1865	0	1	10	22
1864	1864	0	1	10	23
1863	1863	0	1	10	24
1862	1862	0	1	10	25
1861	1861	0	1	10	26
1860	1860	0	1	10	27
1859	1859	0	1	10	28
1858	1858	0	1	10	29
1857	1857	0	1	10	30
1856	1856	0	1	10	31
1855	1855	0	1	10	32
1854	1854	0	1	10	33
1853	1853	0	1	10	34
1852	1852	0	1	10	35
1851	1851	0	1	10	36
1850	1850	0	1	10	37
1849	1849	0	1	10	38
1848	1848	0	1	10	39
1847	1847	0	1	10	40
1846	1846	0	1	10	41
1845	1845	0	1	10	42
1844	1844	0	1	10	43
1843	1843	0	1	10	44
1842	1842	0	1	10	45
1841	1841	0	1	10	46
1840	1840	0	1	10	47
1839	1839	0	1	10	48
1838	1838	0	1	10	49
1837	1837	0	1	10	50
1836	1836	0	1	10	51
1835	1835	0	1	10	52
1834	1834	0	1	10	53
1833	1833	0	1	10	54
1832	1832	0	1	10	55
1831	1831	0	1	10	56
1830	1830	0	1	10	57
1829	1829	0	1	10	58
1828	1828	0	1	10	59
1827	1827	0	1	10	60
1826	1826	0	1	10	61
1825	1825	0	1	10	62
1824	1824	0	1	10	63
1951	1951	0	1	11	0
1950	1950	0	1	11	1
1949	1949	0	1	11	2
1948	1948	0	1	11	3
1947	1947	0	1	11	4
1946	1946	0	1	11	5
1945	1945	0	1	11	6
1944	1944	0	1	11	7
1943	1943	0	1	11	8
1942	1942	0	1	11	9
1941	1941	0	1	11	10
1940	1940	0	1	11	11
1939	1939	0	1	11	12
1938	1938	0	1	11	13
1937	1937	0	1	11	14
1936	1936	0	1	11	15
1935	1935	0	1	11	16
1934	1934	0	1	11	17
1933	1933	0	1	11	18
1932	1932	0	1	11	19
1931	1931	0	1	11	20
1930	1930	0	1	11	21
1929	1929	0	1	11	22
1928	1928	0	1	11	23
1927	1927	0	1	11	24
1926	1926	0	1	11	25
1925	1925	0	1	11	26
1924	1924	0	1	11	27
1923	1923	0	1	11	28
1922	1922	0	1	11	29
1921	1921	0	1	11	30
1920	1920	0	1	11	31
1919	1919	0	1	11	32
1918	1918	0	1	11	33
1917	1917	0	1	11	34
1916	1916	0	1	11	35
1915	1915	0	1	11	36
1914	1914	0	1	11	37
1913	1913	0	1	11	38
1912	1912	0	1	11	39
1911	1911	0	1	11	40
1910	1910	0	1	11	41
1909	1909	0	1	11	42
1908	1908	0	1	11	43
1907	1907	0	1	11	44
1906	1906	0	1	11	45
1905	1905	0	1	11	46
1904	1904	0	1	11	47
1903	1903	0	1	11	48
1902	1902	0	1	11	49
1901	1901	0	1	11	50
1900	1900	0	1	11	51
1899	1899	0	1	11	52
1898	1898	0	1	11	53
1897	1897	0	1	11	54
1896	1896	0	1	11	55
1895	1895	0	1	11	56
1894	1894	0	1	11	57
1893	1893	0	1	11	58
1892	1892	0	1	11	59
1891	1891	0	1	11	60
1890	1890	0	1	11	61
1889	1889	0	1	11	62
1888	1888	0	1	11	63
2015	2015	0	1	12	0
2014	2014	0	1	12	1
2013	2013	0	1	12	2
2012	2012	0	1	12	3
2011	2011	0	1	12	4
2010	2010	0	1	12	5
2009	2009	0	1	12	6
2008	2008	0	1	12	7
2007	2007	0	1	12	8
2006	2006	0	1	12	9
2005	2005	0	1	12	10
2004	2004	0	1	12	11
2003	2003	0	1	12	12
2002	2002	0	1	12	13
2001	2001	0	1	12	14
2000	2000	0	1	12	15
1999	1999	0	1	12	16
1998	1998	0	1	12	17
1997	1997	0	1	12	18
1996	1996	0	1	12	19
1995	1995	0	1	12	20
1994	1994	0	1	12	21
1993	1993	0	1	12	22
1992	1992	0	1	12	23
1991	1991	0	1	12	24
1990	1990	0	1	12	25
1989	1989	0	1	12	26
1988	1988	0	1	12	27
1987	1987	0	1	12	28
1986	1986	0	1	12	29
1985	1985	0	1	12	30
1984	1984	0	1	12	31
1983	1983	0	1	12	32
1982	1982	0	1	12	33
1981	1981	0	1	12	34
1980	1980	0	1	12	35
1979	1979	0	1	12	36
1978	1978	0	1	12	37
1977	1977	0	1	12	38
1976	1976	0	1	12	39
1975	1975	0	1	12	40
1974	1974	0	1	12	41
1973	1973	0	1	12	42
1972	1972	0	1	12	43
1971	1971	0	1	12	44
1970	1970	0	1	12	45
1969	1969	0	1	12	46
1968	1968	0	1	12	47
1967	1967	0	1	12	48
1966	1966	0	1	12	49
1965	1965	0	1	12	50
1964	1964	0	1	12	51
1963	1963	0	1	12	52
1962	1962	0	1	12	53
1961	1961	0	1	12	54
1960	1960	0	1	12	55
1959	1959	0	1	12	56
1958	1958	0	1	12	57
1957	1957	0	1	12	58
1956	1956	0	1	12	59
1955	1955	0	1	12	60
1954	1954	0	1	12	61
1953	1953	0	1	12	62
1952	1952	0	1	12	63
2079	2079	0	1	13	0
2078	2078	0	1	13	1
2077	2077	0	1	13	2
2076	2076	0	1	13	3
2075	2075	0	1	13	4
2074	2074	0	1	13	5
2073	2073	0	1	13	6
2072	2072	0	1	13	7
2071	2071	0	1	13	8
2070	2070	0	1	13	9
2069	2069	0	1	13	10
2068	2068	0	1	13	11
2067	2067	0	1	13	12
2066	2066	0	1	13	13
2065	2065	0	1	13	14
2064	2064	0	1	13	15
2063	2063	0	1	13	16
2062	2062	0	1	13	17
2061	2061	0	1	13	18
2060	2060	0	1	13	19
2059	2059	0	1	13	20
2058	2058	0	1	13	21
2057	2057	0	1	13	22
2056	2056	0	1	13	23
2055	2055	0	1	13	24
2054	2054	0	1	13	25
2053	2053	0	1	13	26
2052	2052	0	1	13	27
2051	2051	0	1	13	28
2050	2050	0	1	13	29
2049	2049	0	1	13	30
2048	2048	0	1	13	31
2047	2047	0	1	13	32
2046	2046	0	1	13	33
2045	2045	0	1	13	34
2044	2044	0	1	13	35
2043	2043	0	1	13	36
2042	2042	0	1	13	37
2041	2041	0	1	13	38
2040	2040	0	1	13	39
2039	2039	0	1	13	40
2038	2038	0	1	13	41
2037	2037	0	1	13	42
2036	2036	0	1	13	43
2035	2035	0	1	13	44
2034	2034	0	1	13	45
2033	2033	0	1	13	46
2032	2032	0	1	13	47
2031	2031	0	1	13	48
2030	2030	0	1	13	49
2029	2029	0	1	13	50
2028	2028	0	1	13	51
2027	2027	0	1	13	52
2026	2026	0	1	13	53
2025	2025	0	1	13	54
2024	2024	0	1	13	55
2023	2023	0	1	13	56
2022	2022	0	1	13	57
2021	2021	0	1	13	58
2020	2020	0	1	13	59
2019	2019	0	1	13	60
2018	2018	0	1	13	61
2017	2017	0	1	13	62
2016	2016	0	1	13	63
2143	2143	0	1	14	0
2142	2142	0	1	14	1
2141	2141	0	1	14	2
2140	2140	0	1	14	3
2139	2139	0	1	14	4
2138	2138	0	1	14	5
2137	2137	0	1	14	6
2136	2136	0	1	14	7
2135	2135	0	1	14	8
2134	2134	0	1	14	9
2133	2133	0	1	14	10
2132	2132	0	1	14	11
2131	2131	0	1	14	12
2130	2130	0	1	14	13
2129	2129	0	1	14	14
2128	2128	0	1	14	15
2127	2127	0	1	14	16
2126	2126	0	1	14	17
2125	2125	0	1	14	18
2124	2124	0	1	14	19
2123	2123	0	1	14	20
2122	2122	0	1	14	21
2121	2121	0	1	14	22
2120	2120	0	1	14	23
2119	2119	0	1	14	24
2118	2118	0	1	14	25
2117	2117	0	1	14	26
2116	2116	0	1	14	27
2115	2115	0	1	14	28
2114	2114	0	1	14	29
2113	2113	0	1	14	30
2112	2112	0	1	14	31
2111	2111	0	1	14	32
2110	2110	0	1	14	33
2109	2109	0	1	14	34
2108	2108	0	1	14	35
2107	2107	0	1	14	36
2106	2106	0	1	14	37
2105	2105	0	1	14	38
2104	2104	0	1	14	39
2103	2103	0	1	14	40
2102	2102	0	1	14	41
2101	2101	0	1	14	42
2100	2100	0	1	14	43
2099	2099	0	1	14	44
2098	2098	0	1	14	45
2097	2097	0	1	14	46
2096	2096	0	1	14	47
2095	2095	0	1	14	48
2094	2094	0	1	14	49
2093	2093	0	1	14	50
2092	2092	0	1	14	51
2091	2091	0	1	14	52
2090	2090	0	1	14	53
2089	2089	0	1	14	54
2088	2088	0	1	14	55
2087	2087	0	1	14	56
2086	2086	0	1	14	57
2085	2085	0	1	14	58
2084	2084	0	1	14	59
2083	2083	0	1	14	60
2082	2082	0	1	14	61
2081	2081	0	1	14	62
2080	2080	0	1	14	63
2207	2207	0	1	15	0
2206	2206	0	1	15	1
2205	2205	0	1	15	2
2204	2204	0	1	15	3
2203	2203	0	1	15	4
2202	2202	0	1	15	5
2201	2201	0	1	15	6
2200	2200	0	1	15	7
2199	2199	0	1	15	8
2198	2198	0	1	15	9
2197	2197	0	1	15	10
2196	2196	0	1	15	11
2195	2195	0	1	15	12
2194	2194	0	1	15	13
2193	2193	0	1	15	14
2192	2192	0	1	15	15
2191	2191	0	1	15	16
2190	2190	0	1	15	17
2189	2189	0	1	15	18
2188	2188	0	1	15	19
2187	2187	0	1	15	20
2186	2186	0	1	15	21
2185	2185	0	1	15	22
2184	2184	0	1	15	23
2183	2183	0	1	15	24
2182	2182	0	1	15	25
2181	2181	0	1	15	26
2180	2180	0	1	15	27
2179	2179	0	1	15	28
2178	2178	0	1	15	29
2177	2177	0	1	15	30
2176	2176	0	1	15	31
2175	2175	0	1	15	32
2174	2174	0	1	15	33
2173	2173	0	1	15	34
2172	2172	0	1	15	35
2171	2171	0	1	15	36
2170	2170	0	1	15	37
2169	2169	0	1	15	38
2168	2168	0	1	15	39
2167	2167	0	1	15	40
2166	2166	0	1	15	41
2165	2165	0	1	15	42
2164	2164	0	1	15	43
2163	2163	0	1	15	44
2162	2162	0	1	15	45
2161	2161	0	1	15	46
2160	2160	0	1	15	47
2159	2159	0	1	15	48
2158	2158	0	1	15	49
2157	2157	0	1	15	50
2156	2156	0	1	15	51
2155	2155	0	1	15	52
2154	2154	0	1	15	53
2153	2153	0	1	15	54
2152	2152	0	1	15	55
2151	2151	0	1	15	56
2150	2150	0	1	15	57
2149	2149	0	1	15	58
2148	2148	0	1	15	59
2147	2147	0	1	15	60
2146	2146	0	1	15	61
2145	2145	0	1	15	62
2144	2144	0	1	15	63
2271	2271	0	1	16	0
2270	2270	0	1	16	1
2269	2269	0	1	16	2
2268	2268	0	1	16	3
2267	2267	0	1	16	4
2266	2266	0	1	16	5
2265	2265	0	1	16	6
2264	2264	0	1	16	7
2263	2263	0	1	16	8
2262	2262	0	1	16	9
2261	2261	0	1	16	10
2260	2260	0	1	16	11
2259	2259	0	1	16	12
2258	2258	0	1	16	13
2257	2257	0	1	16	14
2256	2256	0	1	16	15
2255	2255	0	1	16	16
2254	2254	0	1	16	17
2253	2253	0	1	16	18
2252	2252	0	1	16	19
2251	2251	0	1	16	20
2250	2250	0	1	16	21
2249	2249	0	1	16	22
2248	2248	0	1	16	23
2247	2247	0	1	16	24
2246	2246	0	1	16	25
2245	2245	0	1	16	26
2244	2244	0	1	16	27
2243	2243	0	1	16	28
2242	2242	0	1	16	29
2241	2241	0	1	16	30
2240	2240	0	1	16	31
2239	2239	0	1	16	32
2238	2238	0	1	16	33
2237	2237	0	1	16	34
2236	2236	0	1	16	35
2235	2235	0	1	16	36
2234	2234	0	1	16	37
2233	2233	0	1	16	38
2232	2232	0	1	16	39
2231	2231	0	1	16	40
2230	2230	0	1	16	41
2229	2229	0	1	16	42
2228	2228	0	1	16	43
2227	2227	0	1	16	44
2226	2226	0	1	16	45
2225	2225	0	1	16	46
2224	2224	0	1	16	47
2223	2223	0	1	16	48
2222	2222	0	1	16	49
2221	2221	0	1	16	50
2220	2220	0	1	16	51
2219	2219	0	1	16	52
2218	2218	0	1	16	53
2217	2217	0	1	16	54
2216	2216	0	1	16	55
2215	2215	0	1	16	56
2214	2214	0	1	16	57
2213	2213	0	1	16	58
2212	2212	0	1	16	59
2211	2211	0	1	16	60
2210	2210	0	1	16	61
2209	2209	0	1	16	62
2208	2208	0	1	16	63
2335	2335	0	1	17	0
2334	2334	0	1	17	1
2333	2333	0	1	17	2
2332	2332	0	1	17	3
2331	2331	0	1	17	4
2330	2330	0	1	17	5
2329	2329	0	1	17	6
2328	2328	0	1	17	7
2327	2327	0	1	17	8
2326	2326	0	1	17	9
2325	2325	0	1	17	10
2324	2324	0	1	17	11
2323	2323	0	1	17	12
2322	2322	0	1	17	13
2321	2321	0	1	17	14
2320	2320	0	1	17	15
2319	2319	0	1	17	16
2318	2318	0	1	17	17
2317	2317	0	1	17	18
2316	2316	0	1	17	19
2315	2315	0	1	17	20
2314	2314	0	1	17	21
2313	2313	0	1	17	22
2312	2312	0	1	17	23
2311	2311	0	1	17	24
2310	2310	0	1	17	25
2309	2309	0	1	17	26
2308	2308	0	1	17	27
2307	2307	0	1	17	28
2306	2306	0	1	17	29
2305	2305	0	1	17	30
2304	2304	0	1	17	31
2303	2303	0	1	17	32
2302	2302	0	1	17	33
2301	2301	0	1	17	34
2300	2300	0	1	17	35
2299	2299	0	1	17	36
2298	2298	0	1	17	37
2297	2297	0	1	17	38
2296	2296	0	1	17	39
2295	2295	0	1	17	40
2294	2294	0	1	17	41
2293	2293	0	1	17	42
2292	2292	0	1	17	43
2291	2291	0	1	17	44
2290	2290	0	1	17	45
2289	2289	0	1	17	46
2288	2288	0	1	17	47
2287	2287	0	1	17	48
2286	2286	0	1	17	49
2285	2285	0	1	17	50
2284	2284	0	1	17	51
2283	2283	0	1	17	52
2282	2282	0	1	17	53
2281	2281	0	1	17	54
2280	2280	0	1	17	55
2279	2279	0	1	17	56
2278	2278	0	1	17	57
2277	2277	0	1	17	58
2276	2276	0	1	17	59
2275	2275	0	1	17	60
2274	2274	0	1	17	61
2273	2273	0	1	17	62
2272	2272	0	1	17	63
2399	2399	0	1	18	0
2398	2398	0	1	18	1
2397	2397	0	1	18	2
2396	2396	0	1	18	3
2395	2395	0	1	18	4
2394	2394	0	1	18	5
2393	2393	0	1	18	6
2392	2392	0	1	18	7
2391	2391	0	1	18	8
2390	2390	0	1	18	9
2389	2389	0	1	18	10
2388	2388	0	1	18	11
2387	2387	0	1	18	12
2386	2386	0	1	18	13
2385	2385	0	1	18	14
2384	2384	0	1	18	15
2383	2383	0	1	18	16
2382	2382	0	1	18	17
2381	2381	0	1	18	18
2380	2380	0	1	18	19
2379	2379	0	1	18	20
2378	2378	0	1	18	21
2377	2377	0	1	18	22
2376	2376	0	1	18	23
2375	2375	0	1	18	24
2374	2374	0	1	18	25
2373	2373	0	1	18	26
2372	2372	0	1	18	27
2371	2371	0	1	18	28
2370	2370	0	1	18	29
2369	2369	0	1	18	30
2368	2368	0	1	18	31
2367	2367	0	1	18	32
2366	2366	0	1	18	33
2365	2365	0	1	18	34
2364	2364	0	1	18	35
2363	2363	0	1	18	36
2362	2362	0	1	18	37
2361	2361	0	1	18	38
2360	2360	0	1	18	39
2359	2359	0	1	18	40
2358	2358	0	1	18	41
2357	2357	0	1	18	42
2356	2356	0	1	18	43
2355	2355	0	1	18	44
2354	2354	0	1	18	45
2353	2353	0	1	18	46
2352	2352	0	1	18	47
2351	2351	0	1	18	48
2350	2350	0	1	18	49
2349	2349	0	1	18	50
2348	2348	0	1	18	51
2347	2347	0	1	18	52
2346	2346	0	1	18	53
2345	2345	0	1	18	54
2344	2344	0	1	18	55
2343	2343	0	1	18	56
2342	2342	0	1	18	57
2341	2341	0	1	18	58
2340	2340	0	1	18	59
2339	2339	0	1	18	60
2338	2338	0	1	18	61
2337	2337	0	1	18	62
2336	2336	0	1	18	63
1503	1503	0	2	4	0
4575	2175	1	2	4	1
1502	1502	0	2	4	2
4574	2174	1	2	4	3
1501	1501	0	2	4	4
4573	2173	1	2	4	5
1500	1500	0	2	4	6
4572	2172	1	2	4	7
1499	1499	0	2	4	8
4571	2171	1	2	4	9
1498	1498	0	2	4	10
4570	2170	1	2	4	11
1497	1497	0	2	4	12
4569	2169	1	2	4	13
1496	1496	0	2	4	14
4568	2168	1	2	4	15
1495	1495	0	2	4	16
4567	2167	1	2	4	17
1494	1494	0	2	4	18
4566	2166	1	2	4	19
1493	1493	0	2	4	20
4565	2165	1	2	4	21
1492	1492	0	2	4	22
4564	2164	1	2	4	23
1491	1491	0	2	4	24
4563	2163	1	2	4	25
1490	1490	0	2	4	26
4562	2162	1	2	4	27
1489	1489	0	2	4	28
4561	2161	1	2	4	29
1488	1488	0	2	4	30
4560	2160	1	2	4	31
7807	3007	2	2	4	32
7806	3006	2	2	4	33
7805	3005	2	2	4	34
7804	3004	2	2	4	35
7803	3003	2	2	4	36
7802	3002	2	2	4	37
7801	3001	2	2	4	38
7800	3000	2	2	4	39
7799	2999	2	2	4	40
7798	2998	2	2	4	41
7797	2997	2	2	4	42
7796	2996	2	2	4	43
7795	2995	2	2	4	44
7794	2994	2	2	4	45
7793	2993	2	2	4	46
7792	2992	2	2	4	47
7791	2991	2	2	4	48
7790	2990	2	2	4	49
7789	2989	2	2	4	50
7788	2988	2	2	4	51
7787	2987	2	2	4	52
7786	2986	2	2	4	53
7785	2985	2	2	4	54
7784	2984	2	2	4	55
7783	2983	2	2	4	56
7782	2982	2	2	4	57
7781	2981	2	2	4	58
7780	2980	2	2	4	59
7779	2979	2	2	4	60
7778	2978	2	2	4	61
7777	2977	2	2	4	62
7776	2976	2	2	4	63
1519	1519	0	2	5	0
4591	2191	1	2	5	1
1518	1518	0	2	5	2
4590	2190	1	2	5	3
1517	1517	0	2	5	4
4589	2189	1	2	5	5
1516	1516	0	2	5	6
4588	2188	1	2	5	7
1515	1515	0	2	5	8
4587	2187	1	2	5	9
1514	1514	0	2	5	10
4586	2186	1	2	5	11
1513	1513	0	2	5	12
4585	2185	1	2	5	13
1512	1512	0	2	5	14
4584	2184	1	2	5	15
1511	1511	0	2	5	16
4583	2183	1	2	5	17
1510	1510	0	2	5	18
4582	2182	1	2	5	19
1509	1509	0	2	5	20
4581	2181	1	2	5	21
1508	1508	0	2	5	22
4580	2180	1	2	5	23
1507	1507	0	2	5	24
4579	2179	1	2	5	25
1506	1506	0	2	5	26
4578	2178	1	2	5	27
1505	1505	0	2	5	28
4577	2177	1	2	5	29
1504	1504	0	2	5	30
4576	2176	1	2	5	31
7839	3039	2	2	5	32
7838	3038	2	2	5	33
7837	3037	2	2	5	34
7836	3036	2	2	5	35
7835	3035	2	2	5	36
7834	3034	2	2	5	37
7833	3033	2	2	5	38
7832	3032	2	2	5	39
7831	3031	2	2	5	40
7830	3030	2	2	5	41
7829	3029	2	2	5	42
7828	3028	2	2	5	43
7827	3027	2	2	5	44
7826	3026	2	2	5	45
7825	3025	2	2	5	46
7824	3024	2	2	5	47
7823	3023	2	2	5	48
7822	3022	2	2	5	49
7821	3021	2	2	5	50
7820	3020	2	2	5	51
7819	3019	2	2	5	52
7818	3018	2	2	5	53
7817	3017	2	2	5	54
7816	3016	2	2	5	55
7815	3015	2	2	5	56
7814	3014	2	2	5	57
7813	3013	2	2	5	58
7812	3012	2	2	5	59
7811	3011	2	2	5	60
7810	3010	2	2	5	61
7809	3009	2	2	5	62
7808	3008	2	2	5	63
1535	1535	0	2	6	0
4607	2207	1	2	6	1
1534	1534	0	2	6	2
4606	2206	1	2	6	3
1533	1533	0	2	6	4
4605	2205	1	2	6	5
1532	1532	0	2	6	6
4604	2204	1	2	6	7
1531	1531	0	2	6	8
4603	2203	1	2	6	9
1530	1530	0	2	6	10
4602	2202	1	2	6	11
1529	1529	0	2	6	12
4601	2201	1	2	6	13
1528	1528	0	2	6	14
4600	2200	1	2	6	15
1527	1527	0	2	6	16
4599	2199	1	2	6	17
1526	1526	0	2	6	18
4598	2198	1	2	6	19
1525	1525	0	2	6	20
4597	2197	1	2	6	21
1524	1524	0	2	6	22
4596	2196	1	2	6	23
1523	1523	0	2	6	24
4595	2195	1	2	6	25
1522	1522	0	2	6	26
4594	2194	1	2	6	27
1521	1521	0	2	6	28
4593	2193	1	2	6	29
1520	1520	0	2	6	30
4592	2192	1	2	6	31
7871	3071	2	2	6	32
7870	3070	2	2	6	33
7869	3069	2	2	6	34
7868	3068	2	2	6	35
7867	3067	2	2	6	36
7866	3066	2	2	6	37
7865	3065	2	2	6	38
7864	3064	2	2	6	39
7863	3063	2	2	6	40
7862	3062	2	2	6	41
7861	3061	2	2	6	42
7860	3060	2	2	6	43
7859	3059	2	2	6	44
7858	3058	2	2	6	45
7857	3057	2	2	6	46
7856	3056	2	2	6	47
7855	3055	2	2	6	48
7854	3054	2	2	6	49
7853	3053	2	2	6	50
7852	3052	2	2	6	51
7851	3051	2	2	6	52
7850	3050	2	2	6	53
7849	3049	2	2	6	54
7848	3048	2	2	6	55
7847	3047	2	2	6	56
7846	3046	2	2	6	57
7845	3045	2	2	6	58
7844	3044	2	2	6	59
7843	3043	2	2	6	60
7842	3042	2	2	6	61
7841	3041	2	2	6	62
7840	3040	2	2	6	63
1551	1551	0	2	7	0
4623	2223	1	2	7	1
1550	1550	0	2	7	2
4622	2222	1	2	7	3
1549	1549	0	2	7	4
4621	2221	1	2	7	5
1548	1548	0	2	7	6
4620	2220	1	2	7	7
1547	1547	0	2	7	8
4619	2219	1	2	7	9
1546	1546	0	2	7	10
4618	2218	1	2	7	11
1545	1545	0	2	7	12
4617	2217	1	2	7	13
1544	1544	0	2	7	14
4616	2216	1	2	7	15
1543	1543	0	2	7	16
4615	2215	1	2	7	17
1542	1542	0	2	7	18
4614	2214	1	2	7	19
1541	1541	0	2	7	20
4613	2213	1	2	7	21
1540	1540	0	2	7	22
4612	2212	1	2	7	23
1539	1539	0	2	7	24
4611	2211	1	2	7	25
1538	1538	0	2	7	26
4610	2210	1	2	7	27
1537	1537	0	2	7	28
4609	2209	1	2	7	29
1536	1536	0	2	7	30
4608	2208	1	2	7	31
7903	3103	2	2	7	32
7902	3102	2	2	7	33
7901	3101	2	2	7	34
7900	3100	2	2	7	35
7899	3099	2	2	7	36
7898	3098	2	2	7	37
7897	3097	2	2	7	38
7896	3096	2	2	7	39
7895	3095	2	2	7	40
7894	3094	2	2	7	41
7893	3093	2	2	7	42
7892	3092	2	2	7	43
7891	3091	2	2	7	44
7890	3090	2	2	7	45
7889	3089	2	2	7	46
7888	3088	2	2	7	47
7887	3087	2	2	7	48
7886	3086	2	2	7	49
7885	3085	2	2	7	50
7884	3084	2	2	7	51
7883	3083	2	2	7	52
7882	3082	2	2	7	53
7881	3081	2	2	7	54
7880	3080	2	2	7	55
7879	3079	2	2	7	56
7878	3078	2	2	7	57
7877	3077	2	2	7	58
7876	3076	2	2	7	59
7875	3075	2	2	7	60
7874	3074	2	2	7	61
7873	3073	2	2	7	62
7872	3072	2	2	7	63
1567	1567	0	2	8	0
4639	2239	1	2	8	1
1566	1566	0	2	8	2
4638	2238	1	2	8	3
1565	1565	0	2	8	4
4637	2237	1	2	8	5
1564	1564	0	2	8	6
4636	2236	1	2	8	7
1563	1563	0	2	8	8
4635	2235	1	2	8	9
1562	1562	0	2	8	10
4634	2234	1	2	8	11
1561	1561	0	2	8	12
4633	2233	1	2	8	13
1560	1560	0	2	8	14
4632	2232	1	2	8	15
1559	1559	0	2	8	16
4631	2231	1	2	8	17
1558	1558	0	2	8	18
4630	2230	1	2	8	19
1557	1557	0	2	8	20
4629	2229	1	2	8	21
1556	1556	0	2	8	22
4628	2228	1	2	8	23
1555	1555	0	2	8	24
4627	2227	1	2	8	25
1554	1554	0	2	8	26
4626	2226	1	2	8	27
1553	1553	0	2	8	28
4625	2225	1	2	8	29
1552	1552	0	2	8	30
4624	2224	1	2	8	31
7935	3135	2	2	8	32
7934	3134	2	2	8	33
7933	3133	2	2	8	34
7932	3132	2	2	8	35
7931	3131	2	2	8	36
